content_id,part,question_elapsed_time_mean,question_had_explanation_mean,question_correctly_q_count,question_correctly_q_mean,tags_lsi,tag_acc_count,tag_acc_max,tag_acc_min
1019,2,16130.653,0.984924623,199,0.844221106,9,42526704,0.7288469,0.69560355
1020,2,16642.504,0.984441301,5671,0.902486334,6,34050610,0.71531856,0.69067895
1021,2,16055.599,0.994518403,1290,0.886046512,0,39059524,0.72362375,0.6873932
1022,2,19105,0.956666667,602,0.591362126,0,36265336,0.7129798,0.6873932
1023,2,16625.838,0.988450075,10764,0.670754366,0,35742932,0.7129798,0.6873932
1024,2,22132.354,0.945701357,885,0.437288136,0,30384358,0.70520806,0.6873932
1025,2,17269.738,0.989364313,12265,0.807745618,0,37177320,0.74577135,0.6873932
1026,2,19388.889,0.979166667,144,0.805555556,9,31462434,0.71136594,0.6873932
1027,2,17627.691,0.986199575,6625,0.811169811,6,34204990,0.7171489,0.6987908
1028,2,19379.957,0.98580196,10948,0.594263792,18,32913780,0.71531856,0.69560355
1029,2,19555.686,0.98958661,31892,0.50435846,9,25048644,0.71136594,0.69481695
1030,2,17150.19,0.987674124,11899,0.864610471,6,37513096,0.724939,0.6987908
1031,2,18067.355,0.962020649,8181,0.851607383,18,34931784,0.7049636,0.6873932
1032,2,22951.928,0.985585994,13291,0.59837484,0,39267012,0.71531856,0.6873932
1033,2,17714.502,0.987575435,11299,0.606248341,0,36223000,0.7171489,0.6873932
1034,2,16067.127,0.988311255,9003,0.790069977,0,30503170,0.6987908,0.66840154
1035,2,19332.24,0.988557967,11948,0.812269836,9,32844752,0.724939,0.69560355
1036,2,17783.924,0.812845059,39646,0.390228522,18,34931784,0.7049636,0.6873932
1037,2,15103.776,0.989418503,10334,0.757596284,6,33708740,0.7236581,0.6987908
1038,2,16105.024,0.990617433,9951,0.798512712,0,36223000,0.7171489,0.6873932
1039,2,17323.709,0.988399661,11857,0.663321245,6,37518704,0.74577135,0.6873932
1040,2,16026.715,0.989438182,11291,0.671508281,0,38654356,0.71531856,0.6873932
1041,2,17624.705,0.98459893,9399,0.86456006,0,29851548,0.7129798,0.6987908
1042,2,15277.784,0.98840709,8984,0.814002671,0,30384358,0.70520806,0.6873932
1043,2,16996.928,0.989486454,12411,0.647892998,6,34050610,0.71531856,0.69067895
1044,2,17948.793,0.98737268,14388,0.737420072,6,37587100,0.724939,0.6987908
1045,2,17943.393,0.986360893,8299,0.738161224,6,34050610,0.71531856,0.69067895
1046,2,15725.008,0.987768046,6647,0.824582518,15,31522992,0.7049636,0.6873932
1047,2,17236.512,0.987322862,23497,0.563816657,0,28485164,0.71531856,0.66840154
1048,2,14923.976,0.984085184,8769,0.953244384,0,38711130,0.72362375,0.6873932
1049,2,16191.437,0.988498133,16654,0.657920019,0,28485164,0.71531856,0.66840154
1050,2,16687.58,0.987843237,11803,0.736846564,6,33708740,0.7236581,0.6987908
1051,2,20656.379,0.990351908,16205,0.63505091,0,47870890,0.7288469,0.6873932
1052,2,17172.11,0.989875898,15366,0.750423012,0,30384358,0.70520806,0.6873932
1053,2,14874.328,0.98781922,11932,0.734160241,19,31218640,0.74207133,0.6873932
1054,2,16264.685,0.989694808,12664,0.665113708,6,37550370,0.74577135,0.6873932
1055,2,20419.477,0.988125351,14303,0.719569321,0,40066310,0.7288469,0.6873932
1056,2,18709.793,0.987185637,14628,0.677741318,9,30849780,0.6987908,0.6873932
1057,2,17753.99,0.987312915,10113,0.879165431,9,32576708,0.724939,0.6987908
1058,2,15358.697,0.987148492,7879,0.800863054,0,37240740,0.7189976,0.70151895
1059,2,17367.979,0.986983078,10011,0.77674558,9,24804852,0.74207133,0.6987908
1060,2,17110.773,0.965467747,11877,0.732087227,9,29236940,0.72362375,0.6987908
1061,2,17418.691,0.989115312,12283,0.872181063,0,39258748,0.7189976,0.6873932
1062,2,17676.697,0.989658887,14002,0.74867876,0,44960710,0.7472039,0.6873932
1063,2,17801.941,0.988150322,8889,0.750253122,9,31254948,0.72362375,0.6873932
1064,2,16770.41,0.991948718,19537,0.720171981,0,33842936,0.724939,0.66840154
1065,2,17228.95,0.990572172,12341,0.705291305,6,33831944,0.7189976,0.6987908
1066,2,16173.176,0.986529702,10356,0.802240247,0,34258576,0.70151895,0.6873932
1067,2,16971.217,0.991143627,20878,0.904109589,0,48807692,0.7472039,0.6873932
1068,2,19428.334,0.989385201,16354,0.677815825,18,34931784,0.7049636,0.6873932
1069,2,19165.344,0.989385279,17228,0.77037381,0,49435540,0.7288469,0.6873932
1070,2,17265.885,0.970438328,5902,0.788376821,0,39156380,0.7171489,0.7051045
1071,2,15285.323,0.991616697,17270,0.843370006,0,40015510,0.7472039,0.7051045
1072,2,16568.736,0.987843177,9905,0.798283695,0,40678132,0.7236581,0.6873932
1073,2,19646.707,0.982035928,167,0.730538922,0,35801170,0.7051045,0.6873932
1074,2,18226.504,0.989808776,27085,0.534428651,0,33317738,0.71531856,0.7031636
1075,2,18421.297,0.989565277,29538,0.618728418,0,41647516,0.724939,0.66840154
1076,2,16110.445,0.985900599,8551,0.743772658,0,40801340,0.7189976,0.6873932
1077,2,18221.06,0.986884623,10552,0.807714177,0,33783160,0.71531856,0.69364643
1078,2,16639.004,0.98926361,15950,0.892915361,17,40350584,0.74577135,0.6873932
1079,2,14592.263,0.985109489,6872,0.909051222,0,39001990,0.71531856,0.69067895
1080,2,16094.733,0.990202082,16394,0.814566305,0,40089516,0.7472039,0.7051045
1081,2,17733.785,0.986113303,6355,0.633044847,0,43873190,0.71531856,0.6873932
1082,2,18810.475,0.987422747,9256,0.61127917,0,36413820,0.71136594,0.6873932
1083,2,15408.783,0.991598243,26281,0.449982877,0,36206336,0.72362375,0.6873932
1084,2,16283.336,0.982516997,7226,0.792969831,0,40801340,0.7189976,0.6873932
1085,2,16045.486,0.990623441,20127,0.73985194,0,45136508,0.7288469,0.66840154
1086,2,17385.027,0.986767836,10847,0.811468609,0,36206336,0.72362375,0.6873932
1087,2,17961.174,0.711362284,25283,0.494561563,18,39327570,0.71531856,0.6873932
1088,2,19017.248,0.990622907,11971,0.636454766,0,46095772,0.7288469,0.6873932
1089,2,14736.827,0.987956342,10667,0.879535015,0,35335744,0.70520806,0.6873932
1090,2,16953.15,0.983686559,7192,0.916295884,0,47367344,0.724939,0.6873932
1091,2,17565.451,0.987869099,10677,0.789360307,0,41142724,0.7129798,0.6873932
1092,2,16222.3,0.986800973,8678,0.942613505,0,47367344,0.724939,0.6873932
1093,2,17530.818,0.988918399,10957,0.671169116,0,36068612,0.7129798,0.6873932
1094,2,17527.004,0.986469585,8821,0.812492915,0,36265336,0.7129798,0.6873932
1095,2,16652.197,0.989952904,12782,0.895008606,9,38513724,0.7288469,0.69364643
1096,2,16860.621,0.991505093,25525,0.806973555,0,47428012,0.7288469,0.6873932
1097,2,17741.355,0.991701245,728,0.866758242,0,29312956,0.7236581,0.6987908
1098,2,17706.082,0.984679982,8829,0.69226413,9,31462434,0.71136594,0.6873932
1099,2,18385.4,0.989356918,6687,0.657245402,18,29504984,0.71531856,0.69560355
1100,2,18142.36,0.992208207,31441,0.728125696,6,35532360,0.74577135,0.6987908
1101,2,18341.87,0.988978495,14921,0.676429194,15,41204944,0.7288469,0.6873932
1102,2,16594.139,0.977916195,7086,0.82938188,6,34204990,0.7171489,0.6987908
1103,2,19025.385,0.672372737,22327,0.557396874,0,43654530,0.7189976,0.6873932
1104,2,17236.547,0.987776753,13078,0.850818168,9,32784196,0.724939,0.69481695
1105,2,18493.955,0.986979772,8626,0.730002319,18,29504984,0.71531856,0.69560355
1106,2,16179.829,0.990164698,17232,0.734215413,0,43373884,0.7573432,0.6873932
1107,2,17137.63,0.991314173,14196,0.619822485,0,30503170,0.6987908,0.66840154
1108,2,17003.953,0.989995677,16256,0.734928642,15,31522992,0.7049636,0.6873932
1109,2,18229.547,0.984018265,21091,0.658242852,0,37070300,0.74577135,0.6873932
1110,2,17067.715,0.990857101,27609,0.808287153,0,40532690,0.7637091,0.6873932
1111,2,18277.793,0.991422173,26466,0.565744729,0,36068612,0.7129798,0.6873932
1112,2,20150.967,0.985584143,10021,0.51012873,6,34050610,0.71531856,0.69067895
1113,2,18638.469,0.990187713,16442,0.597798321,0,24089380,0.70151895,0.66840154
1114,2,18369.107,0.991196229,37075,0.542171274,0,29329144,0.7129798,0.6986468
1115,2,15061.225,0.987697883,10526,0.892551777,9,38918892,0.7288469,0.6987908
1116,2,17794.295,0.985900098,9172,0.654928042,0,35849950,0.7189976,0.6873932
1117,2,17746.947,0.9872767,7802,0.660984363,18,39327570,0.71531856,0.6873932
1118,2,18474.932,0.989536785,18400,0.675271739,9,36192990,0.724939,0.69481695
1119,2,18504.8,0.989728322,13460,0.502080238,15,31522992,0.7049636,0.6873932
1120,2,17903.143,0.987197598,11387,0.873276543,9,40936900,0.7288469,0.6873932
1121,2,17104.348,0.987928389,9803,0.713659084,15,31522992,0.7049636,0.6873932
1122,2,17367.82,0.986368403,8618,0.638663263,0,43873190,0.71531856,0.6873932
1123,2,18474.035,0.987446943,11114,0.850818787,0,33339800,0.724939,0.69481695
1124,2,18776.4,0.991317254,13537,0.778902268,0,35335744,0.70520806,0.6873932
1125,2,17748.76,0.982781374,15963,0.670863873,0,29756240,0.74207133,0.70151895
1126,2,16979.451,0.97260274,293,0.706484642,0,32240568,0.71531856,0.69364643
1127,2,17759.113,0.984935221,6661,0.766401441,18,36474376,0.7051045,0.6873932
1128,2,18701.924,0.984460533,5675,0.864140969,0,37582124,0.71531856,0.70151895
1129,2,16736.55,0.990920784,13265,0.718356577,0,28921956,0.70520806,0.70151895
1130,2,16467.045,0.984755642,6712,0.756108462,18,34456372,0.71531856,0.69560355
1131,2,17992.84,0.991674376,24978,0.591640644,0,37240740,0.7189976,0.70151895
1132,2,14311.1,0.987089833,11222,0.91418642,0,38472920,0.7472039,0.70151895
1133,2,15233.149,0.984780064,5991,0.752628943,0,37613788,0.7171489,0.70151895
1134,2,19109.752,0.984700122,4917,0.747813708,18,39327570,0.71531856,0.6873932
1135,2,16573.99,0.968609865,223,0.64573991,9,32853222,0.71531856,0.69481695
1136,2,18054.354,0.987989831,11443,0.720702613,17,39023216,0.74207133,0.6873932
1137,2,18421.08,0.987102231,9492,0.775495154,18,44613736,0.7288469,0.6873932
1138,2,15630.952,0.992346939,1187,0.769165965,0,43531324,0.7236581,0.6873932
1139,2,18099.225,0.985436232,7366,0.827314689,18,30060588,0.7051045,0.69560355
1140,2,17911.145,0.985763378,6125,0.701714286,18,32913780,0.71531856,0.69560355
1141,2,15460.293,0.990884562,13755,0.76175936,0,40694320,0.7129798,0.6873932
1142,2,17253.244,0.987986545,12543,0.726939329,0,33436550,0.71531856,0.66840154
1143,2,16440.95,0.987713166,9472,0.79222973,0,38654356,0.71531856,0.6873932
1144,2,15801.235,0.987388334,7634,0.806392455,0,41020000,0.7129798,0.6873932
1145,2,16389.59,0.990986931,26735,0.772769777,0,33317738,0.71531856,0.7031636
1146,2,15758.83,0.988462706,9917,0.80679641,0,39156380,0.7171489,0.7051045
1147,2,13331.569,0.989595692,11007,0.936494958,0,44886710,0.7472039,0.6873932
1148,2,15210.904,0.991097308,14569,0.84528794,0,34106904,0.7573432,0.70151895
1149,2,18189.877,0.98944564,9792,0.771956699,0,36170028,0.74207133,0.6873932
1150,2,16346.061,0.986422189,8636,0.699861047,0,34387550,0.7189976,0.70151895
1151,2,16602.865,0.987372304,7072,0.937641403,0,37656130,0.71531856,0.70151895
1152,2,17842.941,0.989339861,12694,0.654009768,0,44017900,0.724939,0.6873932
1153,2,17565.805,0.98715342,10845,0.755924389,0,32240568,0.71531856,0.69364643
1154,2,15660.87,0.991253946,19396,0.841049701,0,35619732,0.7472039,0.70151895
1155,2,16939.674,0.987491857,7695,0.62014295,18,34456372,0.71531856,0.69560355
1156,2,17969.201,0.989761966,11748,0.601974804,0,39600132,0.7129798,0.6873932
1157,2,16314.41,0.989281461,10114,0.797607277,0,38786770,0.74577135,0.69067895
1158,2,18586.1,0.990359549,20403,0.780669509,0,42362984,0.74207133,0.6873932
1159,2,15199.641,0.992805755,557,0.944344704,0,29196874,0.71531856,0.70151895
1160,2,17013.621,0.990990352,14142,0.79875548,0,45323280,0.74577135,0.6873932
1161,2,19677.445,0.991717722,17699,0.772812023,0,33793150,0.70520806,0.6873932
1162,2,16465.057,0.987969511,10931,0.785563992,0,41647516,0.724939,0.66840154
1163,2,17193.242,0.988277883,11633,0.793948251,0,44069504,0.7288469,0.70151895
1164,2,18495.342,0.989519373,9479,0.875830784,17,32609428,0.74207133,0.70151895
1165,2,19609.121,0.988702122,14558,0.641640335,0,36413820,0.71136594,0.6873932
1166,2,18293.707,0.986228003,10490,0.834890372,0,44077770,0.7288469,0.69481695
1167,2,18288.959,0.985121378,7683,0.859169595,18,39327570,0.71531856,0.6873932
1168,2,16958.984,0.987847486,6612,0.877646703,0,41020000,0.7129798,0.6873932
1169,2,18068.814,0.987751466,13550,0.784723247,0,33783160,0.71531856,0.69364643
1170,2,17303.307,0.989163562,17830,0.752383623,0,29040768,0.7051045,0.66840154
1171,2,19279.443,0.972723398,7065,0.735739561,0,43873190,0.71531856,0.6873932
1172,2,17568.738,0.988675707,13925,0.845745063,0,30000032,0.71136594,0.69481695
1173,2,17009.87,0.985283934,11603,0.877014565,0,39546104,0.724939,0.6873932
1174,2,19046.611,0.990332661,30855,0.548176957,0,31119912,0.74577135,0.70151895
1175,2,18321.67,0.987951807,12173,0.660642405,0,32240568,0.71531856,0.69364643
1176,2,16600.121,0.991902588,16486,0.674754337,0,53751868,0.7288469,0.6873932
1177,2,15794.307,0.987179487,10645,0.882855801,0,34280532,0.7129798,0.6986468
1178,2,17102.562,0.98770761,10697,0.884173133,0,45740044,0.7288469,0.6873932
1179,2,14728.813,0.988209285,10890,0.945821855,0,38603908,0.7288469,0.70151895
1180,2,14769.95,0.985573174,7723,0.898355561,0,37240740,0.7189976,0.70151895
1181,2,18244.904,0.991486156,26693,0.684748811,0,44212916,0.7288469,0.6873932
1182,2,17997.016,0.988879848,7395,0.701014199,0,37459400,0.71531856,0.69067895
1183,2,16414.674,0.989035088,10071,0.847582167,18,39742540,0.7288469,0.69560355
1184,2,17518.682,0.990218611,18822,0.802890235,0,38660130,0.7236581,0.7051045
1185,2,16605.557,0.989425604,16037,0.61407994,0,31893958,0.71531856,0.66840154
1186,2,17602.758,0.990057995,20589,0.667055224,9,38271550,0.724939,0.6873932
1187,2,18124.549,0.987888679,11675,0.799657388,0,42291380,0.74207133,0.70151895
1188,2,17386.895,0.988495238,13179,0.859018135,0,43995910,0.71531856,0.6873932
1189,2,17402.027,0.989399526,15248,0.752360965,18,42595732,0.7288469,0.69560355
1190,2,20036.117,0.988148984,1776,0.721846847,0,47066104,0.7288469,0.6873932
1191,2,20639.326,0.988750256,14731,0.809517344,9,38003510,0.724939,0.6873932
1192,2,18660.973,0.99040611,53961,0.630751839,0,44512260,0.71531856,0.57320416
1193,2,15076.8,0.9936,626,0.672523962,18,33400356,0.724939,0.69560355
1194,2,17882.803,0.98403913,31188,0.522220085,18,32913780,0.71531856,0.69560355
1195,2,16901.412,0.988960353,10456,0.849846978,0,45483120,0.7288469,0.6873932
1196,2,17144.514,0.988309264,10203,0.735175929,17,34152020,0.74207133,0.7051045
1197,2,16581.531,0.986046512,7322,0.784211964,0,44027576,0.7171489,0.6873932
1198,2,16254.49,0.989244129,10169,0.613531321,0,35454556,0.7051045,0.66840154
1199,2,17236.953,0.987023977,10688,0.820733533,0,34395816,0.71531856,0.69481695
1200,2,18685.65,0.989123091,14844,0.781595257,0,29097872,0.7051045,0.66840154
1201,2,14305.879,0.985302678,6885,0.823529412,0,44069916,0.71531856,0.6873932
1202,2,17591.947,0.983298172,22841,0.717525502,0,39189720,0.724939,0.6873932
1203,2,17157.941,0.962564204,10162,0.856622712,0,36191336,0.7129798,0.6873932
1204,2,16750.428,0.990909628,17001,0.849597083,0,47870890,0.7288469,0.6873932
1205,2,15815.037,0.988660187,10535,0.857997152,0,39135540,0.7236581,0.6873932
1206,2,18209.664,0.9901566,11200,0.658839286,9,34189548,0.724939,0.6873932
1207,2,16561.611,0.982849711,24691,0.572030294,9,38513724,0.7288469,0.69364643
1208,2,17256.604,0.984223736,8417,0.91457764,6,34173330,0.71531856,0.6987908
1209,2,14805.398,0.986618987,8699,0.88849293,6,35532360,0.74577135,0.6987908
1210,2,19222.799,0.989345399,13753,0.781065949,9,31254948,0.72362375,0.6873932
1211,2,14034.842,0.987676451,8957,0.977224517,9,42526704,0.7288469,0.69560355
1212,2,19060.012,0.991020095,18368,0.789035279,0,38654356,0.71531856,0.6873932
1213,2,15833.191,0.988152063,11775,0.866326964,6,35138130,0.7472039,0.6987908
1214,2,15108.446,0.986650916,8494,0.9344243,6,37587100,0.724939,0.6987908
1215,2,17891.168,0.954258675,636,0.647798742,0,38307748,0.71531856,0.66840154
1216,2,17415.717,0.985242951,8365,0.893604304,0,36223000,0.7171489,0.6873932
1217,2,16924.264,0.990070214,34164,0.649689732,19,31218640,0.74207133,0.6873932
1218,2,16462.982,0.991119145,12780,0.678482003,0,36223000,0.7171489,0.6873932
1219,2,18295.43,0.987011454,8501,0.863074932,9,31254948,0.72362375,0.6873932
1220,2,18846.455,0.98606357,8215,0.780401704,15,31522992,0.7049636,0.6873932
1221,2,15349.397,0.963855422,249,0.662650602,6,33831944,0.7189976,0.6987908
1222,2,18837.889,0.986451764,8588,0.716348393,18,25109202,0.7049636,0.69560355
1223,2,17865.617,0.990601749,30780,0.633463288,9,28180926,0.724939,0.6987908
1224,2,17396.771,0.991723829,26913,0.765206406,0,28832730,0.7637091,0.6987908
1225,2,19396.71,0.955806783,976,0.522540984,0,29579576,0.6987908,0.6873932
1226,2,18951.498,0.988550109,7792,0.749486653,0,44027576,0.7171489,0.6873932
1227,2,19300.121,0.988839823,12502,0.717165254,9,34174020,0.724939,0.67567223
1228,2,15534.4,0.99149362,12038,0.72445589,9,38271550,0.724939,0.6873932
1229,2,18279.834,0.988719573,10136,0.702841358,18,29504984,0.71531856,0.69560355
1230,2,17278.139,0.988255183,11273,0.766699193,0,29329144,0.7129798,0.6986468
1231,2,15817.088,0.988875718,11007,0.677205415,0,39151730,0.7129798,0.6873932
1232,2,15958.252,0.581704697,19636,0.877877368,0,46838090,0.7472039,0.6873932
1233,2,16655.053,0.992245658,29140,0.732292382,0,38978104,0.7573432,0.6873932
1234,2,15982.114,0.990756745,13363,0.755444137,0,44746080,0.7472039,0.6987908
1235,2,15900.216,0.988940629,12070,0.88086164,0,39631790,0.7171489,0.6873932
1236,2,17723.734,0.990319018,15453,0.671067107,6,34247332,0.71531856,0.6987908
1237,2,18503.053,0.461369124,14121,0.815381347,15,31522992,0.7049636,0.6873932
1238,2,19881.975,0.989871787,17147,0.597189013,6,34050610,0.71531856,0.69067895
1239,2,18142.674,0.992094492,42938,0.744538637,0,30192344,0.74577135,0.6982808
1240,2,16321.844,0.989264588,13735,0.799708773,0,37177320,0.74577135,0.6873932
1241,2,15942.715,0.985484765,9055,0.672004417,18,29504984,0.71531856,0.69560355
1242,2,19345.424,0.989413213,12249,0.874683648,0,38654356,0.71531856,0.6873932
1243,2,19395.117,0.986361865,7714,0.797899922,9,29444428,0.71531856,0.69481695
1244,2,18466.139,0.985383678,8234,0.750303619,6,34050610,0.71531856,0.69067895
1245,2,19015.57,0.977482517,21541,0.600250685,0,38307748,0.71531856,0.66840154
1246,2,17533.89,0.989565943,12009,0.413273378,0,34376980,0.70151895,0.66840154
1247,2,16185.855,0.990679825,14649,0.693426172,9,34246320,0.724939,0.6873932
1248,2,20536.01,0.98945764,15825,0.831090047,19,31218640,0.74207133,0.6873932
1249,2,18386.646,0.990012059,38256,0.415124425,0,35726744,0.7236581,0.6873932
1250,2,21004.686,0.989216305,33446,0.625216767,0,37251732,0.724939,0.66840154
1251,2,15254.152,0.486138355,15339,0.855727231,6,37513096,0.724939,0.6987908
1252,2,16105.476,0.991390566,24610,0.76781796,0,23165788,0.70151895,0.69309026
1253,2,17318.238,0.990206973,14463,0.81760354,9,27775760,0.724939,0.69364643
1254,2,18224.86,0.98799435,7093,0.776258283,18,29504984,0.71531856,0.69560355
1255,2,17986.94,0.989948031,14671,0.648626542,9,34307950,0.724939,0.66840154
1256,2,21014.477,0.990253252,24658,0.684767621,0,40386892,0.74577135,0.6873932
1257,2,17901.516,0.988654329,10789,0.852349615,9,30682826,0.72362375,0.6873932
1258,2,20350.883,0.987065039,11009,0.727404851,0,36068612,0.7129798,0.6873932
1259,2,18042.443,0.988105425,11727,0.86023706,0,44718060,0.74577135,0.6987908
1260,2,18659.143,0.794001953,35989,0.574231015,9,28388412,0.724939,0.69481695
1261,2,17536.338,0.987849194,8835,0.79909451,0,38911284,0.72258675,0.6873932
1262,2,17709.629,0.988693957,12912,0.714916357,0,34280532,0.7129798,0.6986468
1263,2,17611.707,0.952195122,1025,0.586341463,0,39753588,0.724939,0.6873932
1264,2,16226.694,0.987600923,10450,0.751004785,0,34387550,0.7189976,0.70151895
1265,2,17193.361,0.990930528,44319,0.519055033,0,29644304,0.72258675,0.69560355
1266,2,18050.965,0.984028961,14137,0.519346396,0,36206336,0.72362375,0.6873932
1267,2,18799.33,0.989125649,22807,0.644758188,0,46799490,0.7288469,0.70151895
1268,2,15666.507,0.983669549,6258,0.905560882,0,34606212,0.7129798,0.69067895
1269,2,16648.545,0.988583854,7373,0.730096297,0,39198720,0.71531856,0.7051045
1270,2,18051.58,0.987233313,11718,0.852107868,0,37133720,0.71531856,0.6986468
1271,2,15065.065,0.994994995,1002,0.904191617,11,34871228,0.71136594,0.6873932
1272,2,18689.559,0.989968362,12995,0.7424394,0,37133720,0.71531856,0.6986468
1273,2,19958.652,0.985677749,11783,0.708563184,0,38307748,0.71531856,0.66840154
1274,2,18400.475,0.988972641,14427,0.795522285,0,42327690,0.7288469,0.70151895
1275,2,17085.727,0.987515605,9640,0.833609959,0,39267012,0.71531856,0.6873932
1276,2,15764.159,0.989190638,11216,0.764443652,0,39600132,0.7129798,0.6873932
1277,2,16909.615,0.990384615,522,0.545977011,0,38654356,0.71531856,0.6873932
1278,2,18123.143,0.053656334,171098,0.649212732,0,34760596,0.7171489,0.70151895
1279,2,18383.186,0.990494225,26506,0.583377349,0,38546924,0.7472039,0.70151895
1280,2,19064.475,0.989772385,9997,0.78163449,0,44141108,0.724939,0.6873932
1281,2,17064.312,0.987918216,10782,0.700890373,0,33783160,0.71531856,0.69364643
1282,2,16412.928,0.988699288,8866,0.812993458,0,38137090,0.7189976,0.6873932
1283,2,15796.942,0.98702903,6499,0.887367287,0,41174384,0.7171489,0.6873932
1284,2,16872.771,0.992865636,843,0.863582444,0,42999690,0.7288469,0.7031636
1285,2,13887.117,0.561010572,16789,0.763237834,0,29792544,0.72362375,0.70151895
1286,2,15311.325,0.948727175,11184,0.891452074,0,44886710,0.7472039,0.6873932
1287,2,16191.843,0.861961503,10978,0.908817635,0,36223000,0.7171489,0.6873932
1288,2,18133.998,0.987376509,12795,0.735287222,0,39674132,0.7129798,0.6873932
1289,2,18710.406,0.815120574,13894,0.789981287,6,33831944,0.7189976,0.6987908
1290,2,20786.766,0.991222197,27033,0.750120223,0,32988372,0.70151895,0.6873932
1291,2,18701.965,0.992998485,40475,0.715132798,6,34247332,0.71531856,0.6987908
1292,2,17652.695,0.97005988,167,0.832335329,0,35849950,0.7189976,0.6873932
1293,2,17734.377,0.987136412,10471,0.891509884,6,33708740,0.7236581,0.6987908
1294,2,19587.79,0.832537598,16812,0.763145372,9,32540402,0.74207133,0.6987908
1295,2,18235.512,0.837742981,11161,0.827614013,0,36068612,0.7129798,0.6873932
1296,2,18914.041,0.990916842,57764,0.715064746,6,33551300,0.7573432,0.6987908
1297,2,16452.703,0.965855252,6143,0.926094742,0,44027576,0.7171489,0.6873932
1298,2,16907.943,0.981401333,8601,0.799209394,6,34050610,0.71531856,0.69067895
1299,2,16181.511,0.973481247,9509,0.839835945,6,33724930,0.71531856,0.6986468
1300,2,18247.893,0.923544403,10241,0.752270286,18,39327570,0.71531856,0.6873932
1301,2,21068.383,0.976884975,7283,0.609638885,11,34871228,0.71136594,0.6873932
1302,2,19392.56,0.974387606,14398,0.573412974,19,31218640,0.74207133,0.6873932
1303,2,16443.045,0.987782303,16306,0.770820557,0,33842936,0.724939,0.66840154
1304,2,17679.66,0.973961176,12889,0.562727908,9,30849780,0.6987908,0.6873932
1305,2,19744.615,0.983141179,9223,0.723950992,11,34871228,0.71136594,0.6873932
1306,2,22409.625,0.95657277,855,0.591812865,18,29504984,0.71531856,0.69560355
1307,2,20889.463,0.989827922,11831,0.574845744,18,25109202,0.7049636,0.69560355
1308,2,18814.814,0.97037037,135,0.681481481,9,25048644,0.71136594,0.69481695
1309,2,18264.39,0.990184922,21173,0.422424786,0,28366352,0.71531856,0.6987908
1310,2,18928.717,0.988575509,16861,0.643556135,9,30849780,0.6987908,0.6873932
1311,2,18670.676,0.958596545,13174,0.854106574,0,43873190,0.71531856,0.6873932
1312,2,18458.28,0.98905505,9246,0.768332252,9,30849780,0.6987908,0.6873932
1313,2,19921.646,0.989608313,59144,0.484072772,0,29579576,0.6987908,0.6873932
1314,2,20438.402,0.800884758,22535,0.506944753,0,28366352,0.71531856,0.6987908
1315,2,19399.168,0.980079498,87652,0.362592981,9,27775760,0.724939,0.69364643
1316,2,15831.353,0.987982717,7434,0.840193705,0,44069916,0.71531856,0.6873932
1317,2,17266.129,0.983870968,124,0.790322581,0,43531324,0.7236581,0.6873932
1318,2,15402.829,0.960255978,17887,0.826242523,0,36223000,0.7171489,0.6873932
1319,2,14865.289,0.984305519,7673,0.952430601,0,53677864,0.7288469,0.6873932
1320,2,16943.451,0.987187983,9085,0.835773253,9,24435992,0.70151895,0.69364643
1321,2,18277.547,0.916259467,16418,0.759105859,19,31218640,0.74207133,0.6873932
1322,2,15427.354,0.99239022,24157,0.741027445,6,33724930,0.71531856,0.6986468
1323,2,15686.956,0.982608696,116,0.801724138,6,34050610,0.71531856,0.69067895
1324,2,17582.797,0.987905954,11873,0.821864735,0,31706120,0.724939,0.6987908
1325,2,20297.604,0.985249419,11240,0.736743772,9,34802200,0.724939,0.6873932
1326,2,17006.762,0.985123408,17806,0.705997978,6,33831944,0.7189976,0.6987908
1327,2,17115.29,0.987190034,8534,0.737637685,18,39327570,0.71531856,0.6873932
1328,2,16123.959,0.989066686,13895,0.747894926,9,32171540,0.724939,0.69364643
1329,2,18853.422,0.989147392,14841,0.743211374,6,34050610,0.71531856,0.69067895
1330,2,20022.236,0.990435182,28447,0.767391992,17,39023216,0.74207133,0.6873932
1331,2,17616.865,0.986094115,9006,0.674994448,15,31522992,0.7049636,0.6873932
1332,2,14543.104,0.99137931,234,0.854700855,0,46764090,0.7472039,0.6873932
1333,2,18396.5,0.989007272,11853,0.711043618,15,41204944,0.7288469,0.6873932
1334,2,20049.021,0.98687664,24868,0.648664951,0,35849950,0.7189976,0.6873932
1335,2,16740.684,0.990308722,20111,0.752473771,6,37550370,0.74577135,0.6873932
1336,2,17387.803,0.987973309,12930,0.742923434,9,29236940,0.72362375,0.6987908
1337,2,17934.598,0.988546603,12693,0.587961869,0,32358974,0.71531856,0.66840154
1338,2,18781.113,0.990517582,15233,0.73025668,18,25109202,0.7049636,0.69560355
1339,2,18382.314,0.990934679,27516,0.892680622,0,28832730,0.7637091,0.6987908
1340,2,17155.916,0.98553474,8461,0.873419218,9,37655110,0.724939,0.6873932
1341,2,17569.451,0.987029925,13855,0.625478167,0,38307748,0.71531856,0.66840154
1342,2,18340.082,0.991584638,19687,0.696043074,0,35569308,0.7573432,0.6873932
1343,2,18398.027,0.981091302,7431,0.73570179,15,31522992,0.7049636,0.6873932
