,content_id,part,content_questions,mean_content_accuracy,mean_prior_question_had_explanation,mean_prior_question_elapsed_time
2070,2070,3,6942,0.7577067,0.96629214,23670.717
2071,2071,3,6943,0.903788,0.9680253,23929.258
2072,2072,3,16187,0.93006736,0.9698523,23120.979
2073,2073,3,16187,0.94674736,0.9698523,23095.578
2074,2074,3,16187,0.611293,0.9686168,23027.71
2075,2075,3,117,0.7008547,0.95726496,18807.154
2076,2076,3,117,0.52136755,0.96581197,18432.727
2077,2077,3,122,0.90163934,0.9836066,19710.098
2078,2078,3,78,0.67948717,0.96153843,18881.744
2079,2079,3,78,0.51282054,0.96153843,19900.986
2080,2080,3,79,0.556962,0.9493671,17925.898
2081,2081,3,15992,0.6738995,0.96773386,23857.43
2082,2082,3,15992,0.9781766,0.9684842,23933.707
2083,2083,3,15992,0.93171585,0.97048527,23914.66
2084,2084,3,9985,0.9154732,0.97015524,23236.395
2085,2085,3,9984,0.53365386,0.9713542,23155.258
2086,2086,3,9986,0.9181855,0.9740637,23130.006
2087,2087,3,3827,0.92918736,0.9696891,22617.55
2088,2088,3,3827,0.6012542,0.9675986,22627.03
2089,2089,3,3827,0.82910895,0.9699504,22694.277
2090,2090,3,436,0.7224771,0.9701835,20444.484
2091,2091,3,436,0.9105505,0.96100914,20190.396
2092,2092,3,435,0.31264368,0.96091956,20821.307
2093,2093,3,16586,0.7077656,0.9707585,24147.281
2094,2094,3,16586,0.6457856,0.97093934,24209.064
2095,2095,3,16587,0.6814976,0.9710014,24164.324
2096,2096,3,5854,0.9683977,0.9721558,23592.648
2097,2097,3,5853,0.20109345,0.9711259,23567.465
2098,2098,3,5853,0.81975055,0.97044253,23650.92
2099,2099,3,3880,0.9128866,0.96804124,22238.922
2100,2100,3,3878,0.671738,0.9646725,22424.326
2101,2101,3,3878,0.8947911,0.9633832,22035.352
2102,2102,3,5766,0.69788414,0.9708637,23085.365
2103,2103,3,5766,0.66926813,0.9635796,22926.738
2104,2104,3,5765,0.42896792,0.9640937,22798.938
2105,2105,3,7767,0.60409427,0.9712888,22756.787
2106,2106,3,7768,0.8789907,0.9718074,22652.326
2107,2107,3,7776,0.9657922,0.971322,22427.676
2108,2108,3,5685,0.83852243,0.9787159,23266.191
2109,2109,3,5686,0.8213155,0.97678506,22922.732
2110,2110,3,5685,0.5651715,0.9769569,23120.88
2111,2111,3,3446,0.78264654,0.97040045,21393.814
2112,2112,3,3446,0.5870575,0.9660476,21476.426
2113,2113,3,3449,0.96172804,0.96462744,21445.752
2114,2114,3,4910,0.80101836,0.97087574,24252.654
2115,2115,3,4909,0.7740884,0.96883273,23948.441
2116,2116,3,4912,0.80985343,0.96986973,24285.094
2117,2117,3,13287,0.7836231,0.97313166,23873.137
2118,2118,3,13288,0.8124624,0.97147804,24113.637
2119,2119,3,13288,0.28281155,0.97110176,24145.625
2120,2120,3,3918,0.6569678,0.9596733,23604.004
2121,2121,3,3920,0.51428574,0.9619898,23893.79
2122,2122,3,3922,0.5887302,0.9581846,23847.254
2123,2123,3,4739,0.7125976,0.96581554,23208.557
2124,2124,3,4739,0.6855877,0.9666596,23218.756
2125,2125,3,4741,0.8890529,0.96203333,23262.027
2126,2126,3,4058,0.49211434,0.9696895,22490.18
2127,2127,3,4059,0.8470067,0.9679724,22662.94
2128,2128,3,4059,0.91598916,0.9694506,22231.023
2129,2129,3,15710,0.9434755,0.9703374,23467.05
2130,2130,3,15710,0.87065566,0.97091025,23505.52
2131,2131,3,15710,0.91438574,0.97078294,23413.5
2132,2132,3,3812,0.7764953,0.9661595,22299.064
2133,2133,3,3809,0.9115253,0.9661328,22239.506
2134,2134,3,3810,0.7761155,0.9692913,22358.502
2135,2135,3,504,0.62896824,0.87896824,20422.42
2136,2136,3,511,0.6477495,0.90606654,21801.773
2137,2137,3,511,0.7690802,0.888454,21575.268
2138,2138,3,5461,0.7557224,0.9718,22874.38
2139,2139,3,5460,0.84249085,0.97087914,22904.143
2140,2140,3,5464,0.65153736,0.9716325,22891.287
2141,2141,3,4507,0.79631686,0.9687153,23790.207
2142,2142,3,4508,0.75044364,0.9682786,23752.955
2143,2143,3,4507,0.90370536,0.97448415,23841.445
2144,2144,3,5699,0.7071416,0.96824,23255.125
2145,2145,3,5698,0.62969464,0.9703405,23639.014
2146,2146,3,5699,0.7346903,0.9684155,23698.027
2147,2147,3,7398,0.52852124,0.9717491,23349.123
2148,2148,3,7399,0.74874985,0.9697256,23410.984
2149,2149,3,7402,0.60118884,0.97162926,23425.0
2150,2150,3,4146,0.6972986,0.9686445,20942.52
2151,2151,3,4145,0.92714113,0.96936065,21391.133
2152,2152,3,4145,0.7367913,0.9691194,21083.318
2153,2153,3,9895,0.7705912,0.9721071,23220.396
2154,2154,3,9897,0.91199356,0.9712034,23328.64
2155,2155,3,9896,0.32366613,0.9721099,23499.71
2156,2156,3,5842,0.7945909,0.96833277,22580.88
2157,2157,3,5843,0.60619545,0.9688516,22607.713
2158,2158,3,5842,0.81889766,0.9676481,22351.617
2159,2159,3,7432,0.8844187,0.967169,23647.402
2160,2160,3,7432,0.7746233,0.96824545,23646.703
2161,2161,3,7433,0.7185524,0.9678461,23919.201
2162,2162,3,8435,0.53064615,0.9700059,22879.65
2163,2163,3,8438,0.7743541,0.9682389,23052.307
2164,2164,3,8439,0.8867164,0.9680057,22827.08
2165,2165,3,4353,0.69239604,0.97197336,22780.252
2166,2166,3,4352,0.8995864,0.9696691,22644.646
2167,2167,3,4352,0.8044577,0.9721967,22448.564
2168,2168,3,7334,0.62244344,0.9745023,24841.508
2169,2169,3,7331,0.6220161,0.97585595,24468.5
2170,2170,3,7332,0.47094926,0.9751773,24754.846
2171,2171,3,5992,0.7870494,0.9696262,22555.576
2172,2172,3,5993,0.8569998,0.96829635,22723.748
2173,2173,3,5993,0.7565493,0.9677958,22640.47
2174,2174,3,16931,0.929006,0.9740712,24656.25
2175,2175,3,16931,0.65229464,0.97454375,24723.818
2176,2176,3,16942,0.37646088,0.97196317,24857.512
2177,2177,3,8180,0.8896088,0.9734719,24218.693
2178,2178,3,8178,0.55979455,0.9694302,24142.32
2179,2179,3,8179,0.831153,0.9705343,24372.094
2180,2180,3,10032,0.53090113,0.97198963,22833.396
2181,2181,3,10030,0.91754735,0.97048855,23032.332
2182,2182,3,6607,0.6667171,0.97411835,22713.486
2183,2183,3,6609,0.83840215,0.9729157,22792.113
2184,2184,3,6609,0.8886367,0.97518533,22708.705
2185,2185,3,549,0.79052824,0.9362477,22443.176
2186,2186,3,551,0.37205082,0.938294,22221.13
2187,2187,3,545,0.41100916,0.94495416,22350.809
2188,2188,3,8903,0.72638434,0.9665281,23735.445
2189,2189,3,8903,0.67022353,0.9668651,23701.787
2190,2190,3,8904,0.7334906,0.9651842,23803.738
2191,2191,3,11410,0.8607362,0.9726556,23209.72
2192,2192,3,11405,0.49039894,0.97369576,23281.521
2193,2193,3,11408,0.7703366,0.9742286,23127.818
2194,2194,3,7023,0.8062082,0.97422755,23734.898
2195,2195,3,7022,0.73568785,0.973227,23706.0
2196,2196,3,7022,0.6980917,0.9716605,23663.268
2197,2197,3,6845,0.8030679,0.9674215,23083.652
2198,2198,3,6845,0.74842954,0.9649379,23133.361
2199,2199,3,6845,0.85829073,0.96639884,23185.52
2200,2200,3,6908,0.9119861,0.9684424,22884.236
2201,2201,3,6908,0.4669948,0.9651129,22856.977
2202,2202,3,6908,0.65894616,0.9633758,22964.941
2203,2203,3,11762,0.7465567,0.6133311,20360.32
2204,2204,3,11762,0.73635435,0.6146914,20552.543
2205,2205,3,11762,0.7543785,0.6147764,20413.916
2206,2206,3,12391,0.54805905,0.9726414,24133.57
2207,2207,3,12396,0.69328815,0.97329783,24139.982
2208,2208,3,12391,0.5853442,0.97215724,24088.217
2209,2209,3,5148,0.90831393,0.97047395,22745.35
2210,2210,3,5148,0.5994561,0.97008544,22781.762
2211,2211,3,5148,0.78418803,0.9671717,22896.014
2212,2212,3,4380,0.7025114,0.9650685,22362.666
2213,2213,3,4379,0.7419502,0.96848595,22381.803
2214,2214,3,4379,0.9031742,0.9709979,22374.312
2215,2215,3,3463,0.8189431,0.96534795,21988.023
2216,2216,3,3463,0.8541727,0.9633266,21792.756
2217,2217,3,3467,0.8554947,0.9650995,22034.545
2218,2218,3,3342,0.81268704,0.96499103,22438.059
2219,2219,3,3344,0.8011364,0.96291864,22114.746
2220,2220,3,3342,0.7552364,0.9631957,22183.521
2221,2221,3,5437,0.8094537,0.96376675,22200.701
2222,2222,3,5437,0.84476733,0.96303105,22206.62
2223,2223,3,5437,0.89736986,0.96579,22140.373
2224,2224,3,12663,0.9074469,0.96564794,24743.314
2225,2225,3,12644,0.7065802,0.96354,24625.385
2226,2226,3,12651,0.53236896,0.9655363,24836.666
2227,2227,3,120,0.8,0.975,18445.584
2228,2228,3,121,0.7933884,0.9834711,19213.215
2229,2229,3,120,0.9,0.9583333,19478.69
2230,2230,3,6189,0.91420263,0.96752304,24275.506
2231,2231,3,6192,0.74757755,0.9678618,24058.754
2232,2232,3,6191,0.79082537,0.96333385,24164.805
2233,2233,3,5790,0.8761658,0.96338516,22048.418
2234,2234,3,5792,0.9404351,0.9658149,22008.35
2235,2235,3,5790,0.85751295,0.96476686,22102.156
2236,2236,3,5889,0.63491255,0.96535915,23527.309
2237,2237,3,5890,0.84804755,0.9648557,23664.682
2238,2238,3,5889,0.95262355,0.96739686,23341.592
2239,2239,3,8353,0.52591884,0.9713875,23959.59
2240,2240,3,8358,0.7786552,0.9734386,24101.143
2241,2241,3,8355,0.78132856,0.9764213,23911.264
2242,2242,3,16147,0.23985879,0.7183997,22637.357
2243,2243,3,16148,0.74120635,0.71841717,22406.986
2244,2244,3,16147,0.67188954,0.718152,22767.838
2245,2245,3,4292,0.7844828,0.9655172,22787.99
2246,2246,3,4294,0.8388449,0.96623194,22835.506
2247,2247,3,4291,0.776509,0.969471,22577.66
2248,2248,3,14576,0.80399287,0.9734495,23696.018
2249,2249,3,14578,0.73775554,0.9740705,23595.443
2250,2250,3,14570,0.27234042,0.97481126,23565.383
2251,2251,3,3962,0.8180212,0.96340233,22585.162
2252,2252,3,3962,0.78621906,0.9631499,22703.818
2253,2253,3,3962,0.58127207,0.96289754,22502.521
2254,2254,3,6432,0.7103545,0.9731032,23542.195
2255,2255,3,6432,0.7294776,0.97139305,23448.838
2256,2256,3,6436,0.8820696,0.96845865,23533.516
2257,2257,3,7968,0.5249749,0.9751506,24119.705
2258,2258,3,7968,0.61671686,0.97703314,24026.34
2259,2259,3,7971,0.59879565,0.9759127,24069.525
2260,2260,3,5739,0.9654992,0.96828717,23272.598
2261,2261,3,5740,0.8289199,0.9665505,23006.781
2262,2262,3,5738,0.630359,0.96619034,23120.758
2263,2263,3,10234,0.7070549,0.9692202,25161.297
2264,2264,3,10233,0.501417,0.9694127,25140.605
2265,2265,3,10231,0.5293715,0.971948,25137.246
2266,2266,3,6337,0.83982956,0.9676503,23937.098
2267,2267,3,6338,0.85089934,0.96891767,24123.408
2268,2268,3,6336,0.85653406,0.9717487,24253.775
2269,2269,3,130,0.63846153,0.9461538,19852.932
2270,2270,3,130,0.6615385,0.95384616,19583.785
2271,2271,3,131,0.71755725,0.9236641,20230.068
2272,2272,3,7962,0.93519217,0.9712384,24216.098
2273,2273,3,7962,0.7714142,0.9711128,24279.863
2274,2274,3,7962,0.64167297,0.9717408,24168.506
2275,2275,3,8371,0.50328517,0.9665512,24314.193
2276,2276,3,8373,0.75731516,0.96715635,24211.777
2277,2277,3,8373,0.8411561,0.9666786,24381.6
2278,2278,3,7321,0.6068843,0.9689933,23376.078
2279,2279,3,7323,0.7824662,0.9691383,23455.281
2280,2280,3,7322,0.8552308,0.96995354,23241.129
2281,2281,3,7146,0.78085643,0.9675343,24012.742
2282,2282,3,7144,0.86702126,0.97074467,23886.941
2283,2283,3,7145,0.7456963,0.96976906,23951.176
2284,2284,3,14447,0.8209317,0.96926695,25145.746
2285,2285,3,14448,0.3639258,0.96885383,25239.555
2286,2286,3,14447,0.5310445,0.96802104,25318.264
2287,2287,3,8582,0.76112795,0.96737355,24745.7
2288,2288,3,8583,0.7399511,0.9698241,24625.879
2289,2289,3,8582,0.6088324,0.9664414,24790.197
2290,2290,3,93,0.76344085,0.97849464,18809.742
2291,2291,3,92,0.75,0.9782609,17514.217
2292,2292,3,92,0.8043478,0.9782609,18554.076
2293,2293,3,6825,0.7857875,0.97772896,22852.09
2294,2294,3,6824,0.89317113,0.9745017,22821.346
2295,2295,3,6824,0.617966,0.9765533,22678.832
2296,2296,3,5354,0.932387,0.9673142,22342.352
2297,2297,3,5353,0.9691762,0.9654399,22342.443
2298,2298,3,5353,0.8083318,0.9680553,22315.53
2299,2299,3,5932,0.979265,0.97083616,23642.65
2300,2300,3,5935,0.7009267,0.97203034,23278.219
2301,2301,3,5935,0.49233362,0.97337824,23531.91
2302,2302,3,6432,0.747046,0.96268654,22997.842
2303,2303,3,6434,0.80976063,0.96440786,23159.578
2304,2304,3,6433,0.8787502,0.96766675,22861.408
2305,2305,3,3838,0.82725376,0.9671704,22949.125
2306,2306,3,3839,0.57905704,0.96874183,23322.307
2307,2307,3,3840,0.78229165,0.97291666,22889.45
2308,2308,3,4743,0.79590976,0.9704828,23864.783
2309,2309,3,4744,0.6131956,0.97112143,23650.057
2310,2310,3,4744,0.63490725,0.9719646,23782.756
2311,2311,3,590,0.60677963,0.9474576,19589.443
2312,2312,3,591,0.47546533,0.96277493,19690.52
2313,2313,3,595,0.85882354,0.9630252,19496.912
2314,2314,3,5195,0.69162655,0.974206,23087.041
2315,2315,3,5197,0.7150279,0.97383106,23037.148
2316,2316,3,5195,0.7901829,0.97247356,22942.312
2317,2317,3,6237,0.61391693,0.97194165,24406.967
2318,2318,3,6237,0.6180856,0.9708193,24315.977
2319,2319,3,6241,0.8234257,0.9738824,24218.482
2320,2320,3,6871,0.86581284,0.966526,23456.957
2321,2321,3,6871,0.48188037,0.96739924,23529.137
2322,2322,3,6871,0.8278271,0.966526,23340.824
2323,2323,3,5286,0.95365113,0.9646235,21960.36
2324,2324,3,5285,0.72942287,0.9674551,21991.277
2325,2325,3,5287,0.83071685,0.9676565,22029.379
2326,2326,3,4137,0.9267585,0.9690597,22331.863
2327,2327,3,4137,0.7159778,0.9678511,22732.703
2328,2328,3,4137,0.9088712,0.9680928,22268.488
2329,2329,3,4701,0.9008722,0.97192085,22917.176
2330,2330,3,4704,0.91156465,0.971301,23386.578
2331,2331,3,4703,0.67531365,0.9732086,22967.03
2332,2332,3,6534,0.87496173,0.9692378,23109.7
2333,2333,3,6535,0.68293804,0.97061974,23020.555
2334,2334,3,6533,0.4472677,0.9692331,23110.754
2335,2335,3,12236,0.70995426,0.9636319,26040.445
2336,2336,3,12235,0.25051084,0.96550876,25916.053
2337,2337,3,12235,0.6293421,0.96362895,26033.736
2338,2338,3,328,0.625,0.9664634,19650.152
2339,2339,3,333,0.9009009,0.972973,20797.057
2340,2340,3,330,0.4090909,0.95151514,19638.637
2341,2341,3,12195,0.501025,0.9687577,26320.393
2342,2342,3,12191,0.85661554,0.96997786,26151.727
2343,2343,3,12192,0.45685697,0.96842194,26275.97
2344,2344,3,4858,0.941128,0.9779745,22522.395
2345,2345,3,4859,0.874254,0.9777732,22538.045
2346,2346,3,4859,0.8707553,0.97695,22338.242
2347,2347,3,3877,0.69744647,0.9592468,22999.459
2348,2348,3,3878,0.8581743,0.9626096,23134.479
2349,2349,3,3877,0.8857364,0.9669848,22819.322
2350,2350,3,3850,0.8038961,0.96337664,23759.018
2351,2351,3,3849,0.7877371,0.96414655,23860.557
2352,2352,3,3849,0.6791374,0.95947,23851.654
2353,2353,3,8130,0.8692497,0.9706027,24818.344
2354,2354,3,8124,0.3497046,0.9689808,24945.012
2355,2355,3,8129,0.7987452,0.9721983,24915.947
2356,2356,3,7098,0.56945616,0.962102,24392.072
2357,2357,3,7096,0.8207441,0.96180946,24282.475
2358,2358,3,7098,0.8956044,0.9642153,24382.463
2359,2359,3,9782,0.3773257,0.97280717,23432.092
2360,2360,3,9783,0.88316464,0.9740366,23391.879
2361,2361,3,9783,0.83910865,0.97362775,23279.156
2362,2362,3,9442,0.5490362,0.9663207,23129.309
2363,2363,3,9446,0.7721787,0.9696168,23411.703
2364,2364,3,9442,0.4990468,0.968333,23234.39
2365,2365,3,6812,0.900323,0.97460365,23651.207
2366,2366,3,6812,0.5468291,0.97284204,23722.926
2367,2367,3,6814,0.71162313,0.97006166,23817.8
2368,2368,3,8129,0.89605117,0.96936893,24563.027
2369,2369,3,8130,0.8420664,0.97355473,24468.596
2370,2370,3,8129,0.7235822,0.9692459,24533.094
2371,2371,3,16700,0.6168862,0.96928144,25676.844
2372,2372,3,16703,0.6195294,0.9680896,25682.393
2373,2373,3,16708,0.3343907,0.9722289,25711.852
2374,2374,3,7033,0.88724583,0.96900326,23760.98
2375,2375,3,7034,0.77708274,0.96758604,23662.604
2376,2376,3,7035,0.77014923,0.9673063,23912.98
2377,2377,3,10684,0.30634594,0.97098464,24926.309
2378,2378,3,10683,0.7749696,0.9691098,24936.797
2379,2379,3,10689,0.67115724,0.970624,24886.615
2380,2380,3,9045,0.8339414,0.96992815,22791.127
2381,2381,3,9046,0.9126686,0.9683838,22914.861
2382,2382,3,9045,0.8040907,0.96749586,22900.557
2383,2383,3,9663,0.51009005,0.9657456,23270.742
2384,2384,3,9666,0.54996896,0.9681357,23577.77
2385,2385,3,9666,0.84481686,0.96689427,23505.451
2386,2386,3,13083,0.33318046,0.9690438,24543.32
2387,2387,3,13091,0.7906195,0.9665419,24323.535
2388,2388,3,13087,0.5854665,0.96828914,24365.432
2389,2389,3,11211,0.77522075,0.971189,25273.102
2390,2390,3,11210,0.52140945,0.9677966,25017.68
2391,2391,3,11213,0.82680815,0.97164005,25218.783
2392,2392,3,6638,0.45570955,0.9725821,23392.992
2393,2393,3,6643,0.88559383,0.9718501,23375.273
2394,2394,3,6643,0.7884992,0.9747102,23138.713
2395,2395,3,8346,0.9091781,0.97100407,22862.682
2396,2396,3,8346,0.8231488,0.97292113,22974.328
2397,2397,3,8344,0.5105465,0.97207576,23029.842
2398,2398,3,512,0.88671875,0.953125,18602.283
2399,2399,3,512,0.48828125,0.94921875,18520.715
2400,2400,3,516,0.73255813,0.95348835,17648.059
2401,2401,3,8339,0.67729944,0.97217894,23701.018
2402,2402,3,8339,0.72922415,0.97217894,23714.436
2403,2403,3,8344,0.6602349,0.9751918,23471.402
2404,2404,3,317,0.84542584,0.9747634,19398.303
2405,2405,3,315,0.74920636,0.984127,17981.2
2406,2406,3,315,0.8857143,0.9809524,18492.37
2407,2407,3,10736,0.9759687,0.97522354,24433.871
2408,2408,3,10741,0.80197376,0.9720696,24386.578
2409,2409,3,10737,0.40942535,0.97531897,24559.727
2410,2410,3,4232,0.8244329,0.96668243,22772.54
2411,2411,3,4233,0.9064493,0.97023386,22955.938
2412,2412,3,4232,0.8979206,0.96597356,22906.023
2413,2413,3,5493,0.94192606,0.96996176,22685.896
2414,2414,3,5491,0.7546895,0.9719541,22748.73
2415,2415,3,5494,0.6871132,0.9736076,22728.422
2416,2416,3,7577,0.6183186,0.9709648,23006.521
2417,2417,3,7576,0.6942978,0.97228086,22856.844
2418,2418,3,7578,0.8304302,0.97360784,22783.21
2419,2419,3,9841,0.48033735,0.971446,23773.736
2420,2420,3,9848,0.76299757,0.9704509,23683.402
2421,2421,3,9856,0.9450081,0.9725041,23835.213
2422,2422,3,7058,0.7050156,0.9733636,22943.797
2423,2423,3,7058,0.7806744,0.97435534,23205.807
2424,2424,3,7059,0.919677,0.97520894,22734.664
2425,2425,3,182,0.74725276,0.9175824,19316.912
2426,2426,3,186,0.67741936,0.96236557,19441.656
2427,2427,3,185,0.94054055,0.9297297,19441.893
2428,2428,3,6569,0.8468565,0.9683361,22123.354
2429,2429,3,6570,0.8245053,0.96712327,22305.973
2430,2430,3,6568,0.70249695,0.9677223,22159.064
2431,2431,3,6068,0.8261371,0.9706658,23122.824
2432,2432,3,6070,0.8640857,0.9708402,23306.54
2433,2433,3,6064,0.5166557,0.96932715,22890.361
2434,2434,3,6049,0.68722105,0.973384,23693.703
2435,2435,3,6049,0.6341544,0.973384,23643.479
2436,2436,3,6048,0.69378304,0.9675926,23633.105
2437,2437,3,5203,0.807611,0.96694213,22800.752
2438,2438,3,5205,0.6870317,0.97175795,23046.951
2439,2439,3,5207,0.68215865,0.9679278,22993.562
2440,2440,3,12543,0.2669218,0.97416884,24124.79
2441,2441,3,12545,0.91550416,0.9735353,24071.383
2442,2442,3,12551,0.74472153,0.974504,24003.791
2443,2443,3,7071,0.8486777,0.96973556,22735.605
2444,2444,3,7071,0.6240984,0.9707255,22610.768
2445,2445,3,7069,0.79304004,0.9693026,22429.107
2446,2446,3,7387,0.8091241,0.9684581,23299.414
2447,2447,3,7390,0.8991881,0.9709066,23364.514
2448,2448,3,7392,0.8727002,0.9709145,23158.621
2449,2449,3,5866,0.6581998,0.970849,23849.908
2450,2450,3,5870,0.7563884,0.96916527,23903.275
2451,2451,3,5872,0.7520436,0.97138965,24030.285
2452,2452,3,3245,0.9244992,0.966718,21858.395
2453,2453,3,3245,0.96764255,0.9642527,22011.44
2454,2454,3,3246,0.94362295,0.96580404,22036.682
2455,2455,3,6414,0.77221704,0.97287184,24006.344
2456,2456,3,6414,0.6919239,0.9734955,24070.387
2457,2457,3,6417,0.8482157,0.973352,24204.596
2458,2458,3,7923,0.9668055,0.9685725,24260.535
2459,2459,3,7935,0.82129806,0.9671078,24250.756
2460,2460,3,7929,0.6066339,0.9687224,24333.785
2461,2461,3,4904,0.91537523,0.96696573,23452.066
2462,2462,3,4903,0.5863757,0.9647155,23387.09
2463,2463,3,4903,0.90679175,0.96634716,23422.93
2464,2464,3,3066,0.7870189,0.9683627,22715.031
2465,2465,3,3064,0.86749345,0.9640992,22685.68
2466,2466,3,3066,0.8744292,0.960861,22479.098
2467,2467,3,4343,0.814414,0.96454066,22507.092
2468,2468,3,4343,0.6732673,0.9631591,22788.129
2469,2469,3,4343,0.7377389,0.96131706,22477.535
2470,2470,3,4630,0.68164146,0.9650108,22972.66
2471,2471,3,4631,0.95724463,0.96372277,23050.172
2472,2472,3,4631,0.901965,0.9669618,23087.055
2473,2473,3,5970,0.9475712,0.96566164,22859.152
2474,2474,3,5970,0.76515913,0.96231157,23044.547
2475,2475,3,5969,0.70782375,0.9651533,23178.22
2476,2476,3,144,0.9791667,0.9583333,19286.16
2477,2477,3,143,0.75524473,0.9370629,18735.783
2478,2478,3,145,0.6827586,0.93793106,19636.518
2479,2479,3,10756,0.40516922,0.9732242,23787.234
2480,2480,3,10760,0.8657063,0.9715613,23882.58
2481,2481,3,10769,0.59225553,0.97139937,23735.445
2482,2482,3,7747,0.60074866,0.96708405,24224.746
2483,2483,3,7745,0.8273725,0.96901226,24228.266
2484,2484,3,7743,0.80705154,0.967067,24414.38
2485,2485,3,9265,0.6969239,0.5111711,21931.127
2486,2486,3,9265,0.7767944,0.5106314,22149.715
2487,2487,3,9265,0.8091743,0.5109552,22074.5
2488,2488,3,9770,0.86202663,0.97287613,25234.129
2489,2489,3,9773,0.6307173,0.9739077,25205.184
2490,2490,3,9770,0.5635619,0.97615147,25443.469
2491,2491,3,5920,0.58074325,0.9695946,23460.379
2492,2492,3,5920,0.7535473,0.9680743,23479.562
2493,2493,3,5919,0.83493835,0.96773106,23161.234
2494,2494,3,11037,0.89652985,0.9707348,23401.188
2495,2495,3,11039,0.50231,0.9701966,23426.037
2496,2496,3,11038,0.5071571,0.97064686,23346.39
2497,2497,3,12976,0.41268495,0.97048396,25403.314
2498,2498,3,12984,0.6246149,0.96957797,25264.477
2499,2499,3,12979,0.50882196,0.9679482,25422.414
2500,2500,3,10650,0.37962443,0.96976525,23471.088
2501,2501,3,10651,0.6577786,0.968172,23623.463
2502,2502,3,10651,0.60388696,0.96929866,23699.861
2503,2503,3,6124,0.9483997,0.97044414,22669.252
2504,2504,3,6124,0.60401696,0.96815807,22699.607
2505,2505,3,6125,0.6494694,0.9740408,22627.084
2506,2506,3,5904,0.8751694,0.9671409,24718.832
2507,2507,3,5906,0.8948527,0.96918386,24685.822
2508,2508,3,5903,0.7696087,0.9722175,24808.14
2509,2509,3,4627,0.47784743,0.97492975,21602.125
2510,2510,3,4628,0.8764045,0.97061366,22100.816
2511,2511,3,4628,0.8800778,0.9753673,22048.174
2512,2512,3,4642,0.9426971,0.96940976,23191.994
2513,2513,3,4631,0.9002375,0.96393865,23122.254
2514,2514,3,4644,0.8270887,0.964255,23234.516
2515,2515,3,4256,0.83787596,0.01174812,21235.514
2516,2516,3,4256,0.75587404,0.011278195,21236.25
2517,2517,3,4256,0.76033837,0.01174812,21368.357
2518,2518,3,6580,0.7630699,0.9680851,23898.703
2519,2519,3,6579,0.84420127,0.9703602,24046.393
2520,2520,3,6580,0.6261398,0.97036475,23879.387
2521,2521,3,7790,0.9419769,0.96893454,24368.53
2522,2522,3,7796,0.6114674,0.9683171,24477.547
2523,2523,3,7791,0.53523296,0.9653446,24375.705
2524,2524,3,5059,0.9355604,0.9669895,23262.367
2525,2525,3,5059,0.87428343,0.9663965,23320.766
2526,2526,3,5062,0.9403398,0.96602136,23347.934
2527,2527,3,4969,0.7836587,0.18031797,21190.928
2528,2528,3,4969,0.7665526,0.18273294,20902.816
2529,2529,3,4969,0.2706782,0.16643187,20929.975
2530,2530,3,5918,0.823927,0.9665428,21988.578
2531,2531,3,5919,0.91586417,0.9682379,22178.336
2532,2532,3,5919,0.9148505,0.9668863,22052.928
2533,2533,3,3900,0.90871793,0.96897435,21912.248
2534,2534,3,3900,0.57666665,0.9664103,22439.568
2535,2535,3,3900,0.8048718,0.9651282,22258.707
2536,2536,3,5553,0.58184767,0.9710067,23178.357
2537,2537,3,5553,0.69079775,0.97406805,23185.557
2538,2538,3,5557,0.92873853,0.97264713,22935.385
2539,2539,3,12142,0.7446055,0.6034426,21609.264
2540,2540,3,12142,0.660929,0.60336024,21833.574
2541,2541,3,12142,0.47759843,0.60319555,21717.809
2542,2542,3,5820,0.7850515,0.9668385,23580.926
2543,2543,3,5816,0.7843879,0.9642366,23721.139
2544,2544,3,5818,0.95668614,0.96184254,23637.7
2545,2545,3,3834,0.8223787,0.9676578,22767.959
2546,2546,3,3833,0.8666841,0.9726063,22914.021
2547,2547,3,3834,0.961398,0.9707877,22520.379
2548,2548,3,8201,0.58858675,0.97293013,23960.568
2549,2549,3,8201,0.97500306,0.97171074,23875.973
2550,2550,3,8204,0.95307165,0.9733057,23861.568
2551,2551,3,10087,0.68295825,0.5469416,22417.758
2552,2552,3,10087,0.46773073,0.5466442,22212.16
2553,2553,3,10087,0.59512246,0.5474373,22498.43
2554,2554,4,4790,0.88392484,0.96951985,23364.875
2555,2555,4,4790,0.5572025,0.96743214,23364.98
2556,2556,4,4791,0.7741599,0.9695262,23190.242
2557,2557,4,7932,0.59039336,0.9681039,24594.826
2558,2558,4,7931,0.7163031,0.96822596,24587.88
2559,2559,4,7936,0.6699849,0.9677419,24549.709
2560,2560,4,600,0.6483333,0.9533333,20658.635
2561,2561,4,606,0.8052805,0.9306931,21349.93
2562,2562,4,602,0.31063122,0.94518274,21212.41
2563,2563,4,274,0.8832117,0.9817518,20109.588
2564,2564,4,276,0.4963768,0.9710145,19641.363
2565,2565,4,274,0.76277375,0.9817518,19646.375
2566,2566,4,9307,0.5245514,0.97184914,24495.607
2567,2567,4,9314,0.4734808,0.9733734,24648.3
2568,2568,4,9310,0.46670246,0.9706767,24404.568
2569,2569,4,9200,0.36652175,0.97445655,24033.7
2570,2570,4,9202,0.67550534,0.9735927,23762.734
2571,2571,4,9203,0.75355864,0.97207433,23983.055
